version,w,s,i,time (ms)
txact,10,1,15,1349.193
txact,10,1,21,1187.649
txact,10,1,22,1005.766
txact,10,1,23,968.427
txact,10,1,24,975.881
txact,10,1,25,1288.363
txact,10,1,31,813.833
txact,10,1,32,900.043
txact,10,1,33,1070.315
txact,10,1,34,1144.914
txact,10,1,35,1279.965
txact,10,10,11,1854.155
txact,10,10,12,1786.238
txact,10,10,13,1751.052
txact,10,10,14,1671.081
txact,10,10,15,1814.573
txact,10,10,21,1834.347
txact,10,10,22,1809.396
txact,10,10,23,1788.810
txact,10,10,24,1851.061
txact,10,10,25,1806.353
txact,10,10,31,1871.233
txact,10,10,32,1800.369
txact,10,10,33,1747.287
txact,10,10,34,1800.460
txact,10,10,35,1804.564
txact,10,12,11,1697.744
txact,10,12,12,1823.429
txact,10,12,13,1777.380
txact,10,12,14,1859.879
txact,10,12,15,1799.958
txact,10,12,21,1832.694
txact,10,12,22,1911.629
txact,10,12,23,1830.177
txact,10,12,24,1924.907
txact,10,12,25,1852.475
txact,10,12,31,1785.330
txact,10,12,32,1808.013
txact,10,12,33,1854.543
txact,10,12,34,1917.948
txact,10,12,35,1852.471
txact,10,14,11,1905.424
txact,10,14,12,1801.320
txact,10,14,13,1760.014
txact,10,14,14,1876.329
txact,10,14,15,1804.056
txact,10,14,21,1859.352
txact,10,14,22,1907.186
txact,10,14,23,1959.905
txact,10,14,24,1800.593
txact,10,14,25,1851.717
txact,10,14,31,1869.883
txact,10,14,32,1824.908
txact,10,14,33,1897.205
txact,10,14,34,1829.581
txact,10,14,35,1858.980
txact,10,16,11,1850.547
txact,10,16,12,1932.326
txact,10,16,13,1907.348
txact,10,16,14,1870.880
txact,10,16,15,1771.099
txact,10,16,21,1932.985
txact,10,16,22,1850.330
txact,10,16,23,1876.836
txact,10,16,24,1905.916
txact,10,16,25,1915.228
txact,10,16,31,1816.943
txact,10,16,32,1887.919
txact,10,16,33,1932.802
txact,10,16,34,1964.400
txact,10,16,35,1954.464
txact,10,18,11,1905.033
txact,10,18,12,1942.868
txact,10,18,13,1953.054
txact,10,18,14,1928.830
txact,10,18,15,1950.792
txact,10,18,21,1881.230
txact,10,18,22,1842.891
txact,10,18,23,1880.385
txact,10,18,24,1884.352
txact,10,18,25,1864.490
txact,10,18,31,1919.803
txact,10,18,32,1877.783
txact,10,18,33,1880.013
txact,10,18,34,1872.141
txact,10,18,35,1947.468
txact,10,2,11,1588.626
txact,10,2,12,1384.367
txact,10,2,13,1334.142
txact,10,2,14,1582.520
txact,10,2,15,1478.362
txact,10,2,21,1363.682
txact,10,2,22,1463.104
txact,10,2,23,1209.276
txact,10,2,24,1399.248
txact,10,2,25,1338.608
txact,10,2,31,1344.148
txact,10,2,32,1261.998
txact,10,2,33,1410.774
txact,10,2,34,1549.500
txact,10,2,35,1346.195
txact,10,20,11,1990.023
txact,10,20,12,1905.065
txact,10,20,13,1843.585
txact,10,20,14,1868.681
txact,10,20,15,1976.381
txact,10,20,21,1875.461
txact,10,20,22,1869.407
txact,10,20,23,1837.211
txact,10,20,24,1946.416
txact,10,20,25,1932.528
txact,10,20,31,1962.824
txact,10,20,32,1866.763
txact,10,20,33,1975.873
txact,10,20,34,1911.601
txact,10,20,35,1907.295
txact,10,22,11,1961.039
txact,10,22,12,1939.245
txact,10,22,13,1928.502
txact,10,22,14,1907.504
txact,10,22,15,1968.295
txact,10,22,21,1953.233
txact,10,22,22,1972.932
txact,10,22,23,1931.298
txact,10,22,24,1920.154
txact,10,22,25,1924.134
txact,10,22,31,1909.474
txact,10,22,32,1893.160
txact,10,22,33,1913.778
txact,10,22,34,1890.160
txact,10,22,35,1944.563
txact,10,24,11,1915.561
txact,10,24,12,1918.134
txact,10,24,13,1962.821
txact,10,24,14,1945.608
txact,10,24,15,1966.485
txact,10,24,21,1867.297
txact,10,24,22,1986.604
txact,10,24,23,1810.359
txact,10,24,24,1938.854
txact,10,24,25,1975.984
txact,10,24,31,1982.021
txact,10,24,32,1980.248
txact,10,24,33,1992.359
txact,10,24,34,1934.578
txact,10,24,35,1965.946
txact,10,26,11,1858.480
txact,10,26,12,1768.646
txact,10,26,13,1865.901
txact,10,26,14,1887.423
txact,10,26,15,1830.872
txact,10,26,21,1799.150
txact,10,26,22,1824.861
txact,10,26,23,1923.311
txact,10,26,24,1865.374
txact,10,26,25,1831.662
txact,10,26,31,1869.615
txact,10,26,32,1886.430
txact,10,26,33,1899.188
txact,10,26,34,1899.564
txact,10,26,35,1918.464
txact,10,28,11,1919.964
txact,10,28,12,1907.827
txact,10,28,13,1889.197
txact,10,28,14,1898.864
txact,10,28,15,1913.738
txact,10,28,21,1872.727
txact,10,28,22,1846.359
txact,10,28,23,1866.124
txact,10,28,24,1875.020
txact,10,28,25,1878.770
txact,10,28,31,1895.050
txact,10,28,32,1902.138
txact,10,28,33,1803.935
txact,10,28,34,1843.743
txact,10,28,35,1846.158
txact,10,30,11,1921.328
txact,10,30,12,1906.780
txact,10,30,13,1875.862
txact,10,30,14,1919.344
txact,10,30,15,1863.899
txact,10,30,21,1861.630
txact,10,30,22,1873.263
txact,10,30,23,1883.461
txact,10,30,24,1900.671
txact,10,30,25,1901.210
txact,10,30,31,1808.709
txact,10,30,32,1879.540
txact,10,30,33,1848.678
txact,10,30,34,1862.969
txact,10,30,35,1908.105
txact,10,32,11,1908.689
txact,10,32,12,1891.058
txact,10,32,13,1888.287
txact,10,32,14,1841.935
txact,10,32,15,1914.131
txact,10,32,21,1902.460
txact,10,32,22,1868.409
txact,10,32,23,1869.305
txact,10,32,24,1887.746
txact,10,32,25,1907.670
txact,10,32,31,1862.160
txact,10,32,32,1828.764
txact,10,32,33,1933.121
txact,10,32,34,1863.266
txact,10,32,35,1886.145
txact,10,34,11,1855.254
txact,10,34,12,1905.844
txact,10,34,13,1900.232
txact,10,34,14,1944.804
txact,10,34,15,1854.188
txact,10,34,21,1900.093
txact,10,34,22,1911.005
txact,10,34,23,1898.329
txact,10,34,24,1906.890
txact,10,34,25,1873.301
txact,10,34,31,1889.536
txact,10,34,32,1883.350
txact,10,34,33,1908.680
txact,10,34,34,1865.558
txact,10,34,35,1847.836
txact,10,36,11,1914.305
txact,10,36,12,1851.425
txact,10,36,13,1910.466
txact,10,36,14,1887.311
txact,10,36,15,1874.963
txact,10,36,21,1887.771
txact,10,36,22,1883.463
txact,10,36,23,1841.216
txact,10,36,24,1923.764
txact,10,36,25,1878.199
txact,10,36,31,1872.665
txact,10,36,32,1894.627
txact,10,36,33,1849.976
txact,10,36,34,1911.967
txact,10,36,35,1871.077
txact,10,38,11,1895.422
txact,10,38,12,1922.106
txact,10,38,13,1905.298
txact,10,38,14,1892.884
txact,10,38,15,1879.340
txact,10,38,21,1926.801
txact,10,38,22,1881.617
txact,10,38,23,1853.037
txact,10,38,24,1870.646
txact,10,38,25,1907.451
txact,10,38,31,1874.366
txact,10,38,32,1917.299
txact,10,38,33,1872.414
txact,10,38,34,1888.825
txact,10,38,35,1902.897
txact,10,4,11,1734.193
txact,10,4,12,1591.370
txact,10,4,13,1605.806
txact,10,4,14,1751.509
txact,10,4,15,1558.609
txact,10,4,21,1715.308
txact,10,4,22,1628.191
txact,10,4,23,1695.672
txact,10,4,24,1703.758
txact,10,4,25,1553.667
txact,10,4,31,1623.363
txact,10,4,32,1623.972
txact,10,4,33,1572.322
txact,10,4,34,1798.959
txact,10,4,35,1501.922
txact,10,40,11,1919.930
txact,10,40,12,1880.501
txact,10,40,13,1894.421
txact,10,40,14,1873.668
txact,10,40,15,1842.498
txact,10,40,21,1886.464
txact,10,40,22,1875.272
txact,10,40,23,1870.414
txact,10,40,24,1904.714
txact,10,40,25,1936.287
txact,10,40,31,1900.341
txact,10,40,32,1943.307
txact,10,40,33,1866.208
txact,10,40,34,1930.390
txact,10,40,35,1915.541
txact,10,42,11,1912.888
txact,10,42,12,1948.296
txact,10,42,13,1927.180
txact,10,42,14,1914.907
txact,10,42,15,1916.719
txact,10,42,21,1922.602
txact,10,42,22,1939.504
txact,10,42,23,1914.172
txact,10,42,24,1870.535
txact,10,42,25,1854.423
txact,10,42,31,1904.858
txact,10,42,32,1911.589
txact,10,42,33,1880.313
txact,10,42,34,1871.768
txact,10,42,35,1914.809
txact,10,44,11,1913.667
txact,10,44,12,1942.540
txact,10,44,13,1930.363
txact,10,44,14,1910.912
txact,10,44,15,1872.474
txact,10,44,21,1860.033
txact,10,44,22,1932.147
txact,10,44,23,1945.460
txact,10,44,24,1871.548
txact,10,44,25,1932.747
txact,10,44,31,1946.957
txact,10,44,32,1899.798
txact,10,44,33,1916.956
txact,10,44,34,1895.911
txact,10,44,35,1831.734
txact,10,46,11,1916.730
txact,10,46,12,1901.298
txact,10,46,13,1911.627
txact,10,46,14,1911.724
txact,10,46,15,1925.527
txact,10,46,21,1882.056
txact,10,46,22,1953.219
txact,10,46,23,1919.375
txact,10,46,24,1892.986
txact,10,46,25,1830.096
txact,10,46,31,1935.492
txact,10,46,32,1845.624
txact,10,46,33,1881.991
txact,10,46,34,1889.815
txact,10,46,35,1880.075
txact,10,48,11,1909.092
txact,10,48,12,1909.068
txact,10,48,13,1918.994
txact,10,48,14,1873.538
txact,10,48,15,1946.887
txact,10,48,21,1915.696
txact,10,48,22,1869.880
txact,10,48,23,1967.266
txact,10,48,24,1892.811
txact,10,48,25,1879.294
txact,10,48,31,1885.772
txact,10,48,32,1922.902
txact,10,48,33,1938.791
txact,10,48,34,1880.145
txact,10,48,35,1842.972
txact,10,50,11,1891.816
txact,10,50,12,1859.036
txact,10,50,13,1970.427
txact,10,50,14,1909.841
txact,10,50,15,1946.334
txact,10,50,21,1881.181
txact,10,50,22,1904.120
txact,10,50,23,1915.992
txact,10,50,24,1913.008
txact,10,50,25,1946.410
txact,10,50,31,1919.382
txact,10,50,32,1909.301
txact,10,50,33,1954.032
txact,10,50,34,1919.337
txact,10,50,35,1917.772
txact,10,52,11,1933.217
txact,10,52,12,1911.216
txact,10,52,13,1922.261
txact,10,52,14,1873.180
txact,10,52,15,1923.702
txact,10,52,21,1917.324
txact,10,52,22,1866.530
txact,10,52,23,1918.089
txact,10,52,24,1898.008
txact,10,52,25,1914.337
txact,10,52,31,1924.038
txact,10,52,32,1941.366
txact,10,52,33,1934.034
txact,10,52,34,1903.417
txact,10,52,35,1957.927
txact,10,54,11,1895.714
txact,10,54,12,1934.816
txact,10,54,13,1853.680
txact,10,54,14,1939.068
txact,10,54,15,1921.288
txact,10,54,21,1941.160
txact,10,54,22,1923.387
txact,10,54,23,1889.550
txact,10,54,24,1991.930
txact,10,54,25,1828.716
txact,10,54,31,1911.686
txact,10,54,32,1980.551
txact,10,54,33,1919.866
txact,10,54,34,1883.758
txact,10,54,35,1962.220
txact,10,56,11,1937.734
txact,10,56,12,1940.127
txact,10,56,13,1923.036
txact,10,56,14,1946.226
txact,10,56,15,1920.017
txact,10,56,21,1885.932
txact,10,56,22,1946.162
txact,10,56,23,1915.574
txact,10,56,24,1895.012
txact,10,56,25,1890.813
txact,10,56,31,1962.086
txact,10,56,32,1856.634
txact,10,56,33,1978.087
txact,10,56,34,1852.605
txact,10,56,35,1961.608
txact,10,58,11,1902.913
txact,10,58,12,1876.200
txact,10,58,13,1878.895
txact,10,58,14,1871.876
txact,10,58,15,1869.937
txact,10,58,21,1946.186
txact,10,58,22,1943.581
txact,10,58,23,1886.016
txact,10,58,24,1872.623
txact,10,58,25,1863.296
txact,10,58,31,1963.104
txact,10,58,32,1901.754
txact,10,58,33,1888.035
txact,10,58,34,1877.642
txact,10,58,35,1893.919
txact,10,6,11,1788.643
txact,10,6,12,1732.766
txact,10,6,13,1676.926
txact,10,6,14,1708.007
txact,10,6,15,1663.581
txact,10,6,21,1650.140
txact,10,6,22,1754.051
txact,10,6,23,1760.396
txact,10,6,24,1649.933
txact,10,6,25,1791.179
txact,10,6,31,1569.054
txact,10,6,32,1728.731
txact,10,6,33,1790.525
txact,10,6,34,1651.395
txact,10,6,35,1876.020
txact,10,60,11,1945.501
txact,10,60,12,1905.750
txact,10,60,13,1907.696
txact,10,60,14,1938.884
txact,10,60,15,1892.687
txact,10,60,21,1933.187
txact,10,60,22,1934.067
txact,10,60,23,1909.987
txact,10,60,24,1972.489
txact,10,60,25,1882.563
txact,10,60,31,1918.793
txact,10,60,32,1917.674
txact,10,60,33,1982.572
txact,10,60,34,1949.397
txact,10,60,35,1907.721
txact,10,62,11,1929.228
txact,10,62,12,1905.227
txact,10,62,13,1955.181
txact,10,62,14,1906.664
txact,10,62,15,1909.655
txact,10,62,21,1913.773
txact,10,62,22,1905.012
txact,10,62,23,1923.444
txact,10,62,24,1873.700
txact,10,62,25,1887.884
txact,10,62,31,1939.790
txact,10,62,32,1912.568
txact,10,62,33,1915.068
txact,10,62,34,1886.449
txact,10,62,35,1873.292
txact,10,64,11,1937.131
txact,10,64,12,1984.656
txact,10,64,13,1948.761
txact,10,64,14,1913.352
txact,10,64,15,1916.572
txact,10,64,21,1949.904
txact,10,64,22,1941.692
txact,10,64,23,1923.522
txact,10,64,24,1879.189
txact,10,64,25,1900.472
txact,10,64,31,1902.833
txact,10,64,32,1924.764
txact,10,64,33,1870.529
txact,10,64,34,1930.881
txact,10,64,35,1885.005
txact,10,8,11,1852.989
txact,10,8,12,1689.316
txact,10,8,13,1628.720
txact,10,8,14,1723.050
txact,10,8,15,1810.210
txact,10,8,21,1774.954
txact,10,8,22,1896.817
txact,10,8,23,1817.090
txact,10,8,24,1810.071
txact,10,8,25,1833.446
txact,10,8,31,1736.326
txact,10,8,32,1808.392
txact,10,8,33,1715.419
txact,10,8,34,1793.844
txact,10,8,35,1866.334
txact,12,1,11,855.340
txact,12,1,12,918.802
txact,12,1,13,996.704
txact,12,1,14,951.910
txact,12,1,15,895.706
txact,12,1,21,869.732
txact,12,1,22,877.024
txact,12,1,23,845.142
txact,12,1,24,841.589
txact,12,1,25,858.308
txact,12,1,31,917.075
txact,12,1,32,875.417
txact,12,1,33,903.562
txact,12,1,34,914.811
txact,12,1,35,902.867
txact,12,10,11,1426.035
txact,12,10,12,1549.560
txact,12,10,13,1521.885
txact,12,10,14,1475.770
txact,12,10,15,1575.830
txact,12,10,21,1478.045
txact,12,10,22,1395.195
txact,12,10,23,1519.127
txact,12,10,24,1375.982
txact,12,10,25,1428.702
txact,12,10,31,1516.360
txact,12,10,32,1481.127
txact,12,10,33,1564.477
txact,12,10,34,1526.098
txact,12,10,35,1473.715
txact,12,12,11,1555.186
txact,12,12,12,1474.733
txact,12,12,13,1599.646
txact,12,12,14,1578.267
txact,12,12,15,1530.375
txact,12,12,21,1635.273
txact,12,12,22,1543.215
txact,12,12,23,1607.772
txact,12,12,24,1543.365
txact,12,12,25,1605.783
txact,12,12,31,1571.181
txact,12,12,32,1497.012
txact,12,12,33,1488.402
txact,12,12,34,1552.534
txact,12,12,35,1510.014
txact,12,14,11,1585.316
txact,12,14,12,1454.753
txact,12,14,13,1548.325
txact,12,14,14,1497.348
txact,12,14,15,1540.825
txact,12,14,21,1557.101
txact,12,14,22,1556.003
txact,12,14,23,1500.367
txact,12,14,24,1623.621
txact,12,14,25,1562.279
txact,12,14,31,1487.818
txact,12,14,32,1565.213
txact,12,14,33,1555.393
txact,12,14,34,1528.101
txact,12,14,35,1529.757
txact,12,16,11,1563.968
txact,12,16,12,1488.119
txact,12,16,13,1528.845
txact,12,16,14,1523.422
txact,12,16,15,1737.891
txact,12,16,21,1615.952
txact,12,16,22,1545.577
txact,12,16,23,1606.948
txact,12,16,24,1567.262
txact,12,16,25,1543.750
txact,12,16,31,1496.300
txact,12,16,32,1530.783
txact,12,16,33,1463.704
txact,12,16,34,1514.042
txact,12,16,35,1600.865
txact,12,18,11,1544.130
txact,12,18,12,1581.318
txact,12,18,13,1612.427
txact,12,18,14,1574.851
txact,12,18,15,1601.745
txact,12,18,21,1619.474
txact,12,18,22,1527.488
txact,12,18,23,1591.750
txact,12,18,24,1650.186
txact,12,18,25,1503.711
txact,12,18,31,1579.621
txact,12,18,32,1590.188
txact,12,18,33,1550.223
txact,12,18,34,1551.672
txact,12,18,35,1583.678
txact,12,2,11,1325.622
txact,12,2,12,1131.282
txact,12,2,13,1138.423
txact,12,2,14,1262.061
txact,12,2,15,1061.519
txact,12,2,21,1162.645
txact,12,2,22,1137.433
txact,12,2,23,1258.496
txact,12,2,24,1112.119
txact,12,2,25,1095.834
txact,12,2,31,1163.120
txact,12,2,32,1269.759
txact,12,2,33,940.341
txact,12,2,34,1103.112
txact,12,2,35,1114.154
txact,12,20,11,1602.734
txact,12,20,12,1593.078
txact,12,20,13,1627.380
txact,12,20,14,1577.548
txact,12,20,15,1618.284
txact,12,20,21,1589.468
txact,12,20,22,1671.712
txact,12,20,23,1602.261
txact,12,20,24,1650.575
txact,12,20,25,1611.745
txact,12,20,31,1596.934
txact,12,20,32,1522.375
txact,12,20,33,1643.963
txact,12,20,34,1584.168
txact,12,20,35,1502.747
txact,12,22,11,1680.832
txact,12,22,12,1612.102
txact,12,22,13,1633.726
txact,12,22,14,1664.628
txact,12,22,15,1633.647
txact,12,22,21,1673.281
txact,12,22,22,1605.167
txact,12,22,23,1630.053
txact,12,22,24,1622.471
txact,12,22,25,1634.116
txact,12,22,31,1612.548
txact,12,22,32,1519.842
txact,12,22,33,1571.621
txact,12,22,34,1639.506
txact,12,22,35,1609.350
txact,12,24,11,1502.519
txact,12,24,12,1544.106
txact,12,24,13,1509.864
txact,12,24,14,1544.337
txact,12,24,15,1589.207
txact,12,24,21,1506.250
txact,12,24,22,1548.824
txact,12,24,23,1473.537
txact,12,24,24,1587.574
txact,12,24,25,1606.732
txact,12,24,31,1522.997
txact,12,24,32,1592.777
txact,12,24,33,1616.667
txact,12,24,34,1510.982
txact,12,24,35,1512.294
txact,12,26,11,1551.174
txact,12,26,12,1547.127
txact,12,26,13,1623.688
txact,12,26,14,1637.328
txact,12,26,15,1479.365
txact,12,26,21,1550.959
txact,12,26,22,1614.349
txact,12,26,23,1547.863
txact,12,26,24,1591.110
txact,12,26,25,1518.946
txact,12,26,31,1543.544
txact,12,26,32,1593.639
txact,12,26,33,1555.773
txact,12,26,34,1535.784
txact,12,26,35,1523.518
txact,12,28,11,1500.125
txact,12,28,12,1522.682
txact,12,28,13,1570.680
txact,12,28,14,1524.638
txact,12,28,15,1587.150
txact,12,28,21,1640.620
txact,12,28,22,1607.855
txact,12,28,23,1549.567
txact,12,28,24,1527.843
txact,12,28,25,1560.781
txact,12,28,31,1631.329
txact,12,28,32,1575.745
txact,12,28,33,1593.918
txact,12,28,34,1599.689
txact,12,28,35,1546.140
txact,12,30,11,1516.099
txact,12,30,12,1581.538
txact,12,30,13,1564.125
txact,12,30,14,1565.156
txact,12,30,15,1616.572
txact,12,30,21,1569.522
txact,12,30,22,1587.956
txact,12,30,23,1556.046
txact,12,30,24,1566.573
txact,12,30,25,1594.683
txact,12,30,31,1526.651
txact,12,30,32,1676.298
txact,12,30,33,1586.099
txact,12,30,34,1572.492
txact,12,30,35,1617.978
txact,12,32,11,1571.710
txact,12,32,12,1533.858
txact,12,32,13,1557.749
txact,12,32,14,1589.374
txact,12,32,15,1535.802
txact,12,32,21,1542.217
txact,12,32,22,1621.534
txact,12,32,23,1563.898
txact,12,32,24,1532.973
txact,12,32,25,1534.035
txact,12,32,31,1645.669
txact,12,32,32,1582.995
txact,12,32,33,1613.926
txact,12,32,34,1571.762
txact,12,32,35,1551.986
txact,12,34,11,1569.949
txact,12,34,12,1550.869
txact,12,34,13,1582.755
txact,12,34,14,1591.603
txact,12,34,15,1559.768
txact,12,34,21,1585.955
txact,12,34,22,1491.468
txact,12,34,23,1551.473
txact,12,34,24,1541.786
txact,12,34,25,1590.169
txact,12,34,31,1590.425
txact,12,34,32,1564.484
txact,12,34,33,1550.923
txact,12,34,34,1559.730
txact,12,34,35,1541.147
txact,12,36,11,1588.093
txact,12,36,12,1499.033
txact,12,36,13,1637.500
txact,12,36,14,1566.857
txact,12,36,15,1579.245
txact,12,36,21,1593.079
txact,12,36,22,1537.277
txact,12,36,23,1506.866
txact,12,36,24,1579.313
txact,12,36,25,1651.999
txact,12,36,31,1615.070
txact,12,36,32,1582.984
txact,12,36,33,1637.453
txact,12,36,34,1562.815
txact,12,36,35,1574.327
txact,12,38,11,1581.145
txact,12,38,12,1588.509
txact,12,38,13,1584.593
txact,12,38,14,1580.726
txact,12,38,15,1593.549
txact,12,38,21,1497.849
txact,12,38,22,1549.820
txact,12,38,23,1549.296
txact,12,38,24,1613.365
txact,12,38,25,1511.239
txact,12,38,31,1609.390
txact,12,38,32,1617.953
txact,12,38,33,1597.774
txact,12,38,34,1574.540
txact,12,38,35,1574.193
txact,12,4,11,1423.207
txact,12,4,12,1298.813
txact,12,4,13,1345.757
txact,12,4,14,1339.873
txact,12,4,15,1304.705
txact,12,4,21,1325.715
txact,12,4,22,1444.702
txact,12,4,23,1151.976
txact,12,4,24,1247.887
txact,12,4,25,1439.735
txact,12,4,31,1414.792
txact,12,4,32,1316.970
txact,12,4,33,1447.158
txact,12,4,34,1542.308
txact,12,4,35,1239.244
txact,12,40,11,1544.605
txact,12,40,12,1565.634
txact,12,40,13,1591.181
txact,12,40,14,1575.680
txact,12,40,15,1571.565
txact,12,40,21,1595.342
txact,12,40,22,1581.763
txact,12,40,23,1639.929
txact,12,40,24,1635.811
txact,12,40,25,1557.355
txact,12,40,31,1569.239
txact,12,40,32,1608.036
txact,12,40,33,1615.864
txact,12,40,34,1575.055
txact,12,40,35,1573.904
txact,12,42,11,1587.838
txact,12,42,12,1576.978
txact,12,42,13,1587.265
txact,12,42,14,1568.242
txact,12,42,15,1583.779
txact,12,42,21,1508.480
txact,12,42,22,1620.356
txact,12,42,23,1551.343
txact,12,42,24,1631.465
txact,12,42,25,1523.674
txact,12,42,31,1577.398
txact,12,42,32,1535.235
txact,12,42,33,1543.021
txact,12,42,34,1596.825
txact,12,42,35,1558.041
txact,12,44,11,1523.463
txact,12,44,12,1589.469
txact,12,44,13,1599.576
txact,12,44,14,1553.236
txact,12,44,15,1553.339
txact,12,44,21,1524.700
txact,12,44,22,1622.403
txact,12,44,23,1581.653
txact,12,44,24,1552.070
txact,12,44,25,1601.455
txact,12,44,31,1572.211
txact,12,44,32,1582.204
txact,12,44,33,1595.859
txact,12,44,34,1582.203
txact,12,44,35,1595.820
txact,12,46,11,1543.469
txact,12,46,12,1567.204
txact,12,46,13,1558.783
txact,12,46,14,1568.806
txact,12,46,15,1606.445
txact,12,46,21,1568.886
txact,12,46,22,1569.043
txact,12,46,23,1614.043
txact,12,46,24,1555.747
txact,12,46,25,1588.750
txact,12,46,31,1596.460
txact,12,46,32,1555.632
txact,12,46,33,1626.095
txact,12,46,34,1591.481
txact,12,46,35,1580.018
txact,12,48,11,1517.547
txact,12,48,12,1582.467
txact,12,48,13,1586.986
txact,12,48,14,1579.312
txact,12,48,15,1604.816
txact,12,48,21,1621.401
txact,12,48,22,1534.544
txact,12,48,23,1584.417
txact,12,48,24,1616.495
txact,12,48,25,1658.544
txact,12,48,31,1603.446
txact,12,48,32,1556.179
txact,12,48,33,1587.113
txact,12,48,34,1576.377
txact,12,48,35,1662.729
txact,12,50,11,1617.760
txact,12,50,12,1592.988
txact,12,50,13,1584.352
txact,12,50,14,1566.885
txact,12,50,15,1572.902
txact,12,50,21,1604.249
txact,12,50,22,1610.165
txact,12,50,23,1651.371
txact,12,50,24,1569.088
txact,12,50,25,1565.045
txact,12,50,31,1617.756
txact,12,50,32,1545.741
txact,12,50,33,1618.038
txact,12,50,34,1602.297
txact,12,50,35,1568.868
txact,12,52,11,1570.474
txact,12,52,12,1596.108
txact,12,52,13,1530.206
txact,12,52,14,1620.820
txact,12,52,15,1522.879
txact,12,52,21,1576.329
txact,12,52,22,1584.075
txact,12,52,23,1638.814
txact,12,52,24,1569.205
txact,12,52,25,1578.504
txact,12,52,31,1628.628
txact,12,52,32,1645.739
txact,12,52,33,1598.885
txact,12,52,34,1580.403
txact,12,52,35,1596.380
txact,12,54,11,1560.021
txact,12,54,12,1605.347
txact,12,54,13,1578.230
txact,12,54,14,1602.001
txact,12,54,15,1563.767
txact,12,54,21,1573.530
